Subject,Predicate,Object
Vianen,hasNumberOfWomen-avg-2019Until2021,20226.2
Vianen,hasNumberOfWomenInAgeGroup-20-65-avg,11399.333333333334
Vianen,hasNumberOfWomenInAgeGroup-65-75-avg,2303.32
Vianen,hasNumberOfWomenInAgeGroup-75-85-avg,1332.9066666666668
Vianen,hasNumberOfWomenInAgeGroup-85-and-older-avg,590.24
Vianen,hasNumberOfWomenInAgeGroupYoungerThanTwenty-avg,4600.4
Vianen,hasOtherCausesOfDeath-avg-2019Until2021,122.09999999999998
Vianen,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,0-15-years",4.640355329949239
Vianen,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,15-25-years",4.640355329949239
Vianen,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,25-35-years",4.640355329949239
Vianen,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,35-45-years",4.640355329949239
Vianen,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,45-55-years",4.640355329949239
Vianen,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,55-65-years",4.640355329949239
Vianen,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,65-75-years",4.640355329949239
Vianen,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,75-years-or-older",4.640355329949239
Vianen,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,0-15-years",4.640355329949239
Vianen,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,15-25-years",4.640355329949239
Vianen,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,25-35-years",4.640355329949239
Vianen,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,35-45-years",4.640355329949239
Vianen,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,45-55-years",4.640355329949239
Vianen,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,55-65-years",4.640355329949239
Vianen,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,65-75-years",4.640355329949239
Vianen,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,75-years-or-older",4.640355329949239
Vianen,hasPopulationAtBeginningOfThePeriod-avg-2019Until2021,39844.16
Vianen,hasPopulationGrowth-avg-percentage-2019Until2021,0.6534666666666669
Vianen,hasPopulationSize-avg-2019Until2021,39844.16
Vianen,hasRelativeBirthSurplus-avg-x1000-2019Until2021,1.63
Vianen,hasRelativeNumberOfBirth-avg-x1000-2019Until2021,10.170000000000002
Vianen,hasRelativeNumberOfDeath-avg-x1000-2019Until2021,8.544
Vianen,hasRelativePeopleInAgeGroup-10-15-avg-percentage-2019Until2021,6.165333333333334
Vianen,hasRelativePeopleInAgeGroup-15-20-avg-percentage-2019Until2021,6.626666666666668
Vianen,hasRelativePeopleInAgeGroup-20-25-avg-percentage-2019Until2021,5.2973333333333334
Vianen,hasRelativePeopleInAgeGroup-25-45-avg-percentage-2019Until2021,22.20266666666667
Vianen,hasRelativePeopleInAgeGroup-45-65-avg-percentage-2019Until2021,28.679999999999993
Vianen,hasRelativePeopleInAgeGroup-5-10-avg-percentage-2019Until2021,5.755999999999999
Vianen,hasRelativePeopleInAgeGroup-65-80-avg-percentage-2019Until2021,15.162666666666672
Vianen,hasRelativePeopleInAgeGroup-80-and-older-avg-percentage-2019Until2021,4.730666666666665
Vianen,hasRelativePeopleInAgeGroupYoungerThanFive-avg-percentage-2019Until2021,5.3693333333333335
Vianen,hasRelativePopulationGrowth-avg-x1000-2019Until2021,6.688
Vianen,hasTotalAllUnderlyingCausesOfDeath-avg-2018Until2020,289.06666666666666
Vianen,hasTotalDemographicPressure-avg-percentage-2019Until2021,78.18
Vijfheerenlanden,"donorRegisterValues-avg-x1000-2019Until2021,inDonorRegister",28.8
Vijfheerenlanden,"donorRegisterValues-avg-x1000-2019Until2021,notInDonorRegister",20.2
Vijfheerenlanden,"donorRegisterValues-avg-x1000-2019Until2021,total",49.03333333333333
Vijfheerenlanden,"hasAdmissions-x1000-2019,Men,0-years",84.0
Vijfheerenlanden,"hasAdmissions-x1000-2019,Men,1-20-years",88.0
Vijfheerenlanden,"hasAdmissions-x1000-2019,Men,20-45-years",88.0
Vijfheerenlanden,"hasAdmissions-x1000-2019,Men,45-65-years",736.0
Vijfheerenlanden,"hasAdmissions-x1000-2019,Men,65-80-years",224.0
Vijfheerenlanden,"hasAdmissions-x1000-2019,Men,80-years-or-older",71.0
Vijfheerenlanden,"hasAdmissions-x1000-2019,Women,0-years",74.0
Vijfheerenlanden,"hasAdmissions-x1000-2019,Women,1-20-years",4.0
Vijfheerenlanden,"hasAdmissions-x1000-2019,Women,20-45-years",594.0
Vijfheerenlanden,"hasAdmissions-x1000-2019,Women,45-65-years",895.0
Vijfheerenlanden,"hasAdmissions-x1000-2019,Women,65-80-years",48.0
Vijfheerenlanden,"hasAdmissions-x1000-2019,Women,80-years-or-older",597.0
Vijfheerenlanden,hasBirthSurplus-avg-2019Until2021,70.01333333333334
Vijfheerenlanden,hasDeceased-avg-2019Until2021,581.3333333333334
Vijfheerenlanden,hasDepartureToAnotherMunicipality-avg-2019Until2021,1970.6666666666667
Vijfheerenlanden,hasDiseasesOfTheCardiovascularSystem-avg-2018Until2020,116.13333333333333
Vijfheerenlanden,hasDiseasesOfTheRespiratorySystem-avg-2018Until2020,28.755555555555556
Vijfheerenlanden,hasDistanceToGPPractice-avg-km-2019Until2021,1.1726666666666665
Vijfheerenlanden,hasDistanceToGeneralPracticeCenter-avg-km-2019Until2021,10.276000000000002
Vijfheerenlanden,hasDistanceToHospital-avg-km-2019Until2021,9.87
Vijfheerenlanden,hasExternalCausesOfDeath-avg-2019Until2021,35.21333333333333
Vijfheerenlanden,hasGraduatesOfDoctorate-avg-2019Until2021,36.54666666666667
Vijfheerenlanden,hasGraduatesOfHigherVocationalEducation-avg-2019Until2021,133.53333333333333
Vijfheerenlanden,hasGraduatesOfPost-SecondaryVocationalEducation-avg-2019Until2021,414.32
Vijfheerenlanden,hasGraduatesOfSecondaryEducation-avg-2019Until2021,556.32
Vijfheerenlanden,hasGreenDemographicPressure-avg-percentage-2019Until2021,41.63333333333333
Vijfheerenlanden,hasGreyDemographicPressure-avg-percentage-2019Until2021,35.63333333333333
Vijfheerenlanden,hasJobsInA-AgricultureForestryFishing-avg-percentage-2019Until2021,0.9782608695652174
Vijfheerenlanden,hasJobsInCommercialService-avg-percentage-2019Until2021,56.20666666666667
Vijfheerenlanden,hasJobsInIndustryEnergy-avg-percentage-2019Until2021,19.71014492753623
Vijfheerenlanden,hasJobsInNon-CommercialServe-avg-percentage-2019Until2021,23.233333333333334
Vijfheerenlanden,hasLiveBornChildren-avg-2019Until2021,704.6666666666666
Vijfheerenlanden,hasNewFormations-avg-2018Until2020,137.3688888888889
Vijfheerenlanden,hasNewFormations-avg-2019Until2021,137.87333333333333
Vijfheerenlanden,hasNumberOfBirth-avg-2019Until2021,567.1066666666667
Vijfheerenlanden,hasNumberOfCardiovascularDisease-avg-2019Until2021,116.05333333333333
Vijfheerenlanden,hasNumberOfDeath-avg-2019Until2021,497.0933333333333
Vijfheerenlanden,hasNumberOfDivorced-2021,3698.0
Vijfheerenlanden,hasNumberOfGPPracticesWithin3Km-avg-2019Until2021,3.433333333333333
Vijfheerenlanden,hasNumberOfHospitalsWithin20Km-avg-2019Until2021,4.126666666666666
Vijfheerenlanden,hasNumberOfMarried-2021,25093.0
Vijfheerenlanden,hasNumberOfMen-2021,28652.0
Vijfheerenlanden,hasNumberOfMen-avg,28127.0
Vijfheerenlanden,hasNumberOfMen-avg-2019Until2021,28127.0
Vijfheerenlanden,hasNumberOfMenInAgeGroup-20-65-avg,16041.666666666666
Vijfheerenlanden,hasNumberOfMenInAgeGroup-65-75-avg,3153.0
Vijfheerenlanden,hasNumberOfMenInAgeGroup-75-85-avg,1689.6666666666667
Vijfheerenlanden,hasNumberOfMenInAgeGroup-85-and-older-avg,416.6666666666667
Vijfheerenlanden,hasNumberOfMenInAgeGroupYoungerThanTwenty-avg,6826.0
Vijfheerenlanden,hasNumberOfMinorities-avg,4413.333333333333
Vijfheerenlanden,hasNumberOfPeopleInAgeGroup-0-15-2021,9967.0
Vijfheerenlanden,hasNumberOfPeopleInAgeGroup-10-15-avg-2019Until2021,3302.6666666666665
Vijfheerenlanden,hasNumberOfPeopleInAgeGroup-15-20-avg-2019Until2021,3577.3333333333335
Vijfheerenlanden,hasNumberOfPeopleInAgeGroup-15-25-2021,6755.0
Vijfheerenlanden,hasNumberOfPeopleInAgeGroup-20-25-avg-2019Until2021,3211.0
Vijfheerenlanden,hasNumberOfPeopleInAgeGroup-25-45-2021,13998.0
Vijfheerenlanden,hasNumberOfPeopleInAgeGroup-25-45-avg-2019Until2021,13453.333333333334
Vijfheerenlanden,hasNumberOfPeopleInAgeGroup-45-65-2021,15417.0
Vijfheerenlanden,hasNumberOfPeopleInAgeGroup-45-65-avg-2019Until2021,15371.0
Vijfheerenlanden,hasNumberOfPeopleInAgeGroup-5-10-avg-2019Until2021,3177.6666666666665
Vijfheerenlanden,hasNumberOfPeopleInAgeGroup-65-80-avg-2019Until2021,8733.0
Vijfheerenlanden,hasNumberOfPeopleInAgeGroup-65-and-older-2021,11692.0
Vijfheerenlanden,hasNumberOfPeopleInAgeGroup-80-and-older-2019Until2021,2675.0
Vijfheerenlanden,hasNumberOfPeopleInAgeGroupYoungerThanFive-avg-2019Until2021,3283.0
Vijfheerenlanden,hasNumberOfResidentsInCareInstitutions-avg,790.0
Vijfheerenlanden,hasNumberOfRespiratorySystemDisease-avg-2019Until2021,28.253333333333334
Vijfheerenlanden,hasNumberOfUnmarried-2021,25962.0
Vijfheerenlanden,hasNumberOfWidowed-2021,3076.0
Vijfheerenlanden,hasNumberOfWomen-2021,29177.0
Vijfheerenlanden,hasNumberOfWomen-avg,28657.0
Vijfheerenlanden,hasNumberOfWomen-avg-2019Until2021,28657.0
Vijfheerenlanden,hasNumberOfWomenInAgeGroup-20-65-avg,15993.666666666666
Vijfheerenlanden,hasNumberOfWomenInAgeGroup-65-75-avg,3362.6666666666665
Vijfheerenlanden,hasNumberOfWomenInAgeGroup-75-85-avg,1963.6666666666667
Vijfheerenlanden,hasNumberOfWomenInAgeGroup-85-and-older-avg,822.3333333333334
Vijfheerenlanden,hasNumberOfWomenInAgeGroupYoungerThanTwenty-avg,6514.666666666667
Vijfheerenlanden,hasOtherCausesOfDeath-avg-2019Until2021,179.70000000000002
Vijfheerenlanden,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,0-15-years",6.55
Vijfheerenlanden,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,15-25-years",2.3000000000000003
Vijfheerenlanden,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,25-35-years",4.9
Vijfheerenlanden,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,35-45-years",1.7000000000000002
Vijfheerenlanden,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,45-55-years",5.0
Vijfheerenlanden,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,55-65-years",3.8
Vijfheerenlanden,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,65-75-years",5.95
Vijfheerenlanden,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,75-years-or-older",1.05
Vijfheerenlanden,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,0-15-years",4.85
Vijfheerenlanden,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,15-25-years",5.35
Vijfheerenlanden,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,25-35-years",5.75
Vijfheerenlanden,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,35-45-years",8.25
Vijfheerenlanden,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,45-55-years",3.2
Vijfheerenlanden,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,55-65-years",5.45
Vijfheerenlanden,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,65-75-years",7.75
Vijfheerenlanden,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,75-years-or-older",7.8
Vijfheerenlanden,hasPopulationAtBeginningOfThePeriod-avg-2019Until2021,56784.0
Vijfheerenlanden,hasPopulationDensityPerSquareKm-2021,395.0
Vijfheerenlanden,hasPopulationGrowth-avg-percentage-2019Until2021,1.8066666666666666
Vijfheerenlanden,hasPopulationSize-2021,57829.0
Vijfheerenlanden,hasPopulationSize-avg-2019Until2021,56784.0
Vijfheerenlanden,hasRelativeBirthSurplus-avg-x1000-2019Until2021,1.4433333333333334
Vijfheerenlanden,hasRelativeNumberOfBirth-avg-x1000-2019Until2021,11.023333333333333
Vijfheerenlanden,hasRelativeNumberOfDeath-avg-x1000-2019Until2021,9.548
Vijfheerenlanden,hasRelativePeopleInAgeGroup-10-15-avg-percentage-2019Until2021,5.833333333333333
Vijfheerenlanden,hasRelativePeopleInAgeGroup-15-20-avg-percentage-2019Until2021,6.3
Vijfheerenlanden,hasRelativePeopleInAgeGroup-20-25-avg-percentage-2019Until2021,5.633333333333333
Vijfheerenlanden,hasRelativePeopleInAgeGroup-25-45-avg-percentage-2019Until2021,23.666666666666668
Vijfheerenlanden,hasRelativePeopleInAgeGroup-45-65-avg-percentage-2019Until2021,27.099999999999998
Vijfheerenlanden,hasRelativePeopleInAgeGroup-5-10-avg-percentage-2019Until2021,5.599999999999999
Vijfheerenlanden,hasRelativePeopleInAgeGroup-65-80-avg-percentage-2019Until2021,15.366666666666667
Vijfheerenlanden,hasRelativePeopleInAgeGroup-80-and-older-avg-percentage-2019Until2021,4.733333333333333
Vijfheerenlanden,hasRelativePeopleInAgeGroupYoungerThanFive-avg-percentage-2019Until2021,5.8
Vijfheerenlanden,hasRelativePopulationGrowth-avg-x1000-2019Until2021,14.762666666666666
Vijfheerenlanden,hasTotalAllUnderlyingCausesOfDeath-avg-2018Until2020,494.2
Vijfheerenlanden,hasTotalDemographicPressure-avg-percentage-2019Until2021,77.26666666666667
Vlaardingen,"donorRegisterValues-avg-x1000-2019Until2021,inDonorRegister",37.6
Vlaardingen,"donorRegisterValues-avg-x1000-2019Until2021,notInDonorRegister",26.133333333333336
Vlaardingen,"donorRegisterValues-avg-x1000-2019Until2021,total",63.73333333333333
Vlaardingen,"hasAdmissions-x1000-2019,Men,0-years",73.0
Vlaardingen,"hasAdmissions-x1000-2019,Men,1-20-years",52.0
Vlaardingen,"hasAdmissions-x1000-2019,Men,20-45-years",60.0
Vlaardingen,"hasAdmissions-x1000-2019,Men,45-65-years",668.0
Vlaardingen,"hasAdmissions-x1000-2019,Men,65-80-years",917.0
Vlaardingen,"hasAdmissions-x1000-2019,Men,80-years-or-older",548.0
Vlaardingen,"hasAdmissions-x1000-2019,Women,0-years",41.0
Vlaardingen,"hasAdmissions-x1000-2019,Women,1-20-years",19.0
Vlaardingen,"hasAdmissions-x1000-2019,Women,20-45-years",517.0
Vlaardingen,"hasAdmissions-x1000-2019,Women,45-65-years",938.0
Vlaardingen,"hasAdmissions-x1000-2019,Women,65-80-years",231.0
Vlaardingen,"hasAdmissions-x1000-2019,Women,80-years-or-older",664.0
Vlaardingen,hasBirthSurplus-avg-2019Until2021,28.293333333333333
Vlaardingen,hasDeceased-avg-2019Until2021,832.3333333333334
Vlaardingen,hasDepartureToAnotherMunicipality-avg-2019Until2021,3071.6666666666665
Vlaardingen,hasDiseasesOfTheCardiovascularSystem-avg-2018Until2020,195.66666666666666
Vlaardingen,hasDiseasesOfTheRespiratorySystem-avg-2018Until2020,60.333333333333336
Vlaardingen,hasDistanceToGPPractice-avg-km-2019Until2021,0.7353333333333333
Vlaardingen,hasDistanceToGeneralPracticeCenter-avg-km-2019Until2021,4.686
Vlaardingen,hasDistanceToHospital-avg-km-2019Until2021,4.746333333333333
Vlaardingen,hasExternalCausesOfDeath-avg-2019Until2021,38.836666666666666
Vlaardingen,hasGraduatesOfDoctorate-avg-2019Until2021,135.29333333333332
Vlaardingen,hasGraduatesOfHigherVocationalEducation-avg-2019Until2021,196.54666666666665
Vlaardingen,hasGraduatesOfPost-SecondaryVocationalEducation-avg-2019Until2021,587.6933333333333
Vlaardingen,hasGraduatesOfSecondaryEducation-avg-2019Until2021,686.8800000000001
Vlaardingen,hasGreenDemographicPressure-avg-percentage-2019Until2021,37.03333333333333
Vlaardingen,hasGreyDemographicPressure-avg-percentage-2019Until2021,37.0
Vlaardingen,hasJobsInA-AgricultureForestryFishing-avg-percentage-2019Until2021,1.5284552845528456
Vlaardingen,hasJobsInCommercialService-avg-percentage-2019Until2021,46.59
Vlaardingen,hasJobsInIndustryEnergy-avg-percentage-2019Until2021,17.96014492753623
Vlaardingen,hasJobsInNon-CommercialServe-avg-percentage-2019Until2021,34.43703703703704
Vlaardingen,hasLiveBornChildren-avg-2019Until2021,805.0
Vlaardingen,hasNewFormations-avg-2018Until2020,242.33333333333334
Vlaardingen,hasNewFormations-avg-2019Until2021,215.89666666666668
Vlaardingen,hasNumberOfBirth-avg-2019Until2021,760.3299999999999
Vlaardingen,hasNumberOfCardiovascularDisease-avg-2019Until2021,167.97666666666666
Vlaardingen,hasNumberOfDeath-avg-2019Until2021,732.0366666666667
Vlaardingen,hasNumberOfDivorced-2021,6756.0
Vlaardingen,hasNumberOfGPPracticesWithin3Km-avg-2019Until2021,9.226666666666667
Vlaardingen,hasNumberOfHospitalsWithin20Km-avg-2019Until2021,9.74
Vlaardingen,hasNumberOfMarried-2021,27795.0
Vlaardingen,hasNumberOfMen-2021,35930.0
Vlaardingen,hasNumberOfMen-avg,35638.333333333336
Vlaardingen,hasNumberOfMen-avg-2019Until2021,35638.333333333336
Vlaardingen,hasNumberOfMenInAgeGroup-20-65-avg,20727.666666666668
Vlaardingen,hasNumberOfMenInAgeGroup-65-75-avg,4072.0
Vlaardingen,hasNumberOfMenInAgeGroup-75-85-avg,2182.3333333333335
Vlaardingen,hasNumberOfMenInAgeGroup-85-and-older-avg,691.6666666666666
Vlaardingen,hasNumberOfMenInAgeGroupYoungerThanTwenty-avg,7964.666666666667
Vlaardingen,hasNumberOfMinorities-avg,11340.0
Vlaardingen,hasNumberOfPeopleInAgeGroup-0-15-2021,11935.0
Vlaardingen,hasNumberOfPeopleInAgeGroup-10-15-avg-2019Until2021,3792.0
Vlaardingen,hasNumberOfPeopleInAgeGroup-15-20-avg-2019Until2021,3844.6666666666665
Vlaardingen,hasNumberOfPeopleInAgeGroup-15-25-2021,7888.0
Vlaardingen,hasNumberOfPeopleInAgeGroup-20-25-avg-2019Until2021,4103.666666666667
Vlaardingen,hasNumberOfPeopleInAgeGroup-25-45-2021,18924.0
Vlaardingen,hasNumberOfPeopleInAgeGroup-25-45-avg-2019Until2021,18521.666666666668
Vlaardingen,hasNumberOfPeopleInAgeGroup-45-65-2021,19461.0
Vlaardingen,hasNumberOfPeopleInAgeGroup-45-65-avg-2019Until2021,19461.333333333332
Vlaardingen,hasNumberOfPeopleInAgeGroup-5-10-avg-2019Until2021,3970.0
Vlaardingen,hasNumberOfPeopleInAgeGroup-65-80-avg-2019Until2021,11250.333333333334
Vlaardingen,hasNumberOfPeopleInAgeGroup-65-and-older-2021,15716.0
Vlaardingen,hasNumberOfPeopleInAgeGroup-80-and-older-2019Until2021,4312.333333333333
Vlaardingen,hasNumberOfPeopleInAgeGroupYoungerThanFive-avg-2019Until2021,3985.6666666666665
Vlaardingen,hasNumberOfResidentsInCareInstitutions-avg,1100.0
Vlaardingen,hasNumberOfRespiratorySystemDisease-avg-2019Until2021,50.20333333333334
Vlaardingen,hasNumberOfUnmarried-2021,35025.0
Vlaardingen,hasNumberOfWidowed-2021,4348.0
Vlaardingen,hasNumberOfWomen-2021,37994.0
Vlaardingen,hasNumberOfWomen-avg,37603.333333333336
Vlaardingen,hasNumberOfWomen-avg-2019Until2021,37603.333333333336
Vlaardingen,hasNumberOfWomenInAgeGroup-20-65-avg,21359.0
Vlaardingen,hasNumberOfWomenInAgeGroup-65-75-avg,4422.0
Vlaardingen,hasNumberOfWomenInAgeGroup-75-85-avg,2756.3333333333335
Vlaardingen,hasNumberOfWomenInAgeGroup-85-and-older-avg,1438.3333333333333
Vlaardingen,hasNumberOfWomenInAgeGroupYoungerThanTwenty-avg,7627.666666666667
Vlaardingen,hasOtherCausesOfDeath-avg-2019Until2021,259.12333333333333
Vlaardingen,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,0-15-years",7.1
Vlaardingen,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,15-25-years",4.45
Vlaardingen,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,25-35-years",6.2
Vlaardingen,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,35-45-years",2.65
Vlaardingen,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,45-55-years",1.5999999999999999
Vlaardingen,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,55-65-years",4.45
Vlaardingen,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,65-75-years",5.8
Vlaardingen,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,75-years-or-older",1.15
Vlaardingen,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,0-15-years",4.6
Vlaardingen,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,15-25-years",2.45
Vlaardingen,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,25-35-years",7.65
Vlaardingen,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,35-45-years",5.05
Vlaardingen,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,45-55-years",4.95
Vlaardingen,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,55-65-years",1.75
Vlaardingen,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,65-75-years",9.0
Vlaardingen,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,75-years-or-older",8.45
Vlaardingen,hasPopulationAtBeginningOfThePeriod-avg-2019Until2021,73241.66666666667
Vlaardingen,hasPopulationDensityPerSquareKm-2021,3137.0
Vlaardingen,hasPopulationGrowth-avg-percentage-2019Until2021,0.8033333333333333
Vlaardingen,hasPopulationSize-2021,73924.0
Vlaardingen,hasPopulationSize-avg-2019Until2021,73241.66666666667
Vlaardingen,hasRelativeBirthSurplus-avg-x1000-2019Until2021,0.292
Vlaardingen,hasRelativeNumberOfBirth-avg-x1000-2019Until2021,10.781333333333334
Vlaardingen,hasRelativeNumberOfDeath-avg-x1000-2019Until2021,10.487666666666668
Vlaardingen,hasRelativePeopleInAgeGroup-10-15-avg-percentage-2019Until2021,5.166666666666667
Vlaardingen,hasRelativePeopleInAgeGroup-15-20-avg-percentage-2019Until2021,5.233333333333333
Vlaardingen,hasRelativePeopleInAgeGroup-20-25-avg-percentage-2019Until2021,5.6000000000000005
Vlaardingen,hasRelativePeopleInAgeGroup-25-45-avg-percentage-2019Until2021,25.266666666666666
Vlaardingen,hasRelativePeopleInAgeGroup-45-65-avg-percentage-2019Until2021,26.566666666666666
Vlaardingen,hasRelativePeopleInAgeGroup-5-10-avg-percentage-2019Until2021,5.400000000000001
Vlaardingen,hasRelativePeopleInAgeGroup-65-80-avg-percentage-2019Until2021,15.366666666666667
Vlaardingen,hasRelativePeopleInAgeGroup-80-and-older-avg-percentage-2019Until2021,5.900000000000001
Vlaardingen,hasRelativePeopleInAgeGroupYoungerThanFive-avg-percentage-2019Until2021,5.433333333333334
Vlaardingen,hasRelativePopulationGrowth-avg-x1000-2019Until2021,9.605333333333334
Vlaardingen,hasTotalAllUnderlyingCausesOfDeath-avg-2018Until2020,804.0
Vlaardingen,hasTotalDemographicPressure-avg-percentage-2019Until2021,74.03333333333333
Vlieland,"donorRegisterValues-avg-x1000-2019Until2021,inDonorRegister",0.6333333333333333
Vlieland,"donorRegisterValues-avg-x1000-2019Until2021,notInDonorRegister",0.43333333333333335
Vlieland,"donorRegisterValues-avg-x1000-2019Until2021,total",1.0666666666666667
Vlieland,"hasAdmissions-x1000-2019,Men,0-years",357.93617021276594
Vlieland,"hasAdmissions-x1000-2019,Men,1-20-years",357.93617021276594
Vlieland,"hasAdmissions-x1000-2019,Men,20-45-years",357.93617021276594
Vlieland,"hasAdmissions-x1000-2019,Men,45-65-years",357.93617021276594
Vlieland,"hasAdmissions-x1000-2019,Men,65-80-years",357.93617021276594
Vlieland,"hasAdmissions-x1000-2019,Men,80-years-or-older",357.93617021276594
Vlieland,"hasAdmissions-x1000-2019,Women,0-years",357.93617021276594
Vlieland,"hasAdmissions-x1000-2019,Women,1-20-years",357.93617021276594
Vlieland,"hasAdmissions-x1000-2019,Women,20-45-years",357.93617021276594
Vlieland,"hasAdmissions-x1000-2019,Women,45-65-years",357.93617021276594
Vlieland,"hasAdmissions-x1000-2019,Women,65-80-years",357.93617021276594
Vlieland,"hasAdmissions-x1000-2019,Women,80-years-or-older",357.93617021276594
Vlieland,hasBirthSurplus-avg-2019Until2021,-10.101851851851853
Vlieland,hasDeceased-avg-2019Until2021,10.0
Vlieland,hasDepartureToAnotherMunicipality-avg-2019Until2021,131.66666666666666
Vlieland,hasDiseasesOfTheCardiovascularSystem-avg-2018Until2020,3.3333333333333335
Vlieland,hasDiseasesOfTheRespiratorySystem-avg-2018Until2020,0.6666666666666666
Vlieland,hasDistanceToGPPractice-avg-km-2019Until2021,0.8666666666666666
Vlieland,hasDistanceToGeneralPracticeCenter-avg-km-2019Until2021,47.29814814814815
Vlieland,hasDistanceToHospital-avg-km-2019Until2021,48.76666666666667
Vlieland,hasExternalCausesOfDeath-avg-2019Until2021,6.333333333333333
Vlieland,hasGraduatesOfDoctorate-avg-2019Until2021,11.629629629629628
Vlieland,hasGraduatesOfHigherVocationalEducation-avg-2019Until2021,94.03703703703702
Vlieland,hasGraduatesOfPost-SecondaryVocationalEducation-avg-2019Until2021,279.6666666666667
Vlieland,hasGraduatesOfSecondaryEducation-avg-2019Until2021,290.6296296296296
Vlieland,hasGreenDemographicPressure-avg-percentage-2019Until2021,23.900000000000002
Vlieland,hasGreyDemographicPressure-avg-percentage-2019Until2021,28.266666666666666
Vlieland,hasJobsInA-AgricultureForestryFishing-avg-percentage-2019Until2021,1.6000000000000003
Vlieland,hasJobsInCommercialService-avg-percentage-2019Until2021,64.81481481481482
Vlieland,hasJobsInIndustryEnergy-avg-percentage-2019Until2021,18.1
Vlieland,hasJobsInNon-CommercialServe-avg-percentage-2019Until2021,26.222222222222218
Vlieland,hasLiveBornChildren-avg-2019Until2021,7.666666666666667
Vlieland,hasNewFormations-avg-2018Until2020,4.333333333333333
Vlieland,hasNewFormations-avg-2019Until2021,39.71296296296296
Vlieland,hasNumberOfBirth-avg-2019Until2021,114.9074074074074
Vlieland,hasNumberOfCardiovascularDisease-avg-2019Until2021,32.824074074074076
Vlieland,hasNumberOfDeath-avg-2019Until2021,125.00925925925925
Vlieland,hasNumberOfDivorced-2021,87.0
Vlieland,hasNumberOfGPPracticesWithin3Km-avg-2019Until2021,1.511111111111111
Vlieland,hasNumberOfHospitalsWithin20Km-avg-2019Until2021,0.2148148148148148
Vlieland,hasNumberOfMarried-2021,447.0
Vlieland,hasNumberOfMen-2021,596.0
Vlieland,hasNumberOfMen-avg,586.6666666666666
Vlieland,hasNumberOfMen-avg-2019Until2021,586.6666666666666
Vlieland,hasNumberOfMenInAgeGroup-20-65-avg,392.0
Vlieland,hasNumberOfMenInAgeGroup-65-75-avg,64.0
Vlieland,hasNumberOfMenInAgeGroup-75-85-avg,29.666666666666668
Vlieland,hasNumberOfMenInAgeGroup-85-and-older-avg,4.333333333333333
Vlieland,hasNumberOfMenInAgeGroupYoungerThanTwenty-avg,96.66666666666667
